Код,Номер распоряжения,Район,Адрес,Вид ограничения,Производитель работ,Инн подрядчика,Заказчик,Инн заказчика,Дата начала ограничения,Дата окончания ограничения
227031,759 -2015,петроградский,"зоологический пер., от мытнинской наб. до пр. добролюбова",полное закрытие дв.,ооо 'севзапдор',7810898339,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,14.06.2015
227045,739 -2015,московский,"ул.решетникова, в створе московского пр.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,11.06.2015,12.06.2015
227046,740 -2015,московский,"мариинская ул., в створе московского пр.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,11.06.2015,12.06.2015
227047,741 -2015,московский,"рощинская ул., в створе московского пр.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,11.06.2015,12.06.2015
227049,761 -2015,петроградский,"пионерская ул., от чкаловского пр. до музыкантского пер. (этап 2)",полное закрытие дв.,ооо 'северэнергокомплекс',7814606121,зао 'аквафор продакшн',7813094583,12.06.2015,14.06.2015
227050,742 -2015,московский,"московский пр., (боковой проезд четной стороны) от ул. решетникова до мариинской ул.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,15.06.2015
227051,743 -2015,московский,"московский пр., (боковой проезд четной стороны) от мариинской ул. до ж/д рощинская",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,15.06.2015
227052,744 -2015,московский,"рощинская ул., в створе четной стороны московского пр.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,13.06.2015
227053,745 -2015,московский,"мариинская ул., в створе московского пр.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,14.06.2015
227056,746 -2015,московский,"ул.решетникова, в створе московского пр.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,14.06.2015,15.06.2015
227126,734 -2015,адмиралтейский,"наб.р.мойки, от пер. гривцова до пер. антоненко",огранич.движения,зао 'усп',7802178922,ооо'файв стар',7826027418,05.06.2015,30.11.2015
227127,735 -2015,адмиралтейский,"пер.антоненко, от казанской ул. до наб. реки мойки",огранич.движения,зао 'усп',7802178922,ооо'файв стар',7826027418,05.06.2015,30.11.2015
227128,733 -2015,центральный,"манежный пер., у ул.маяковского",огранич.движения,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,05.06.2015,01.10.2015
227135,753 -2015,центральный,"наб.обводного кан., (нечетная сторона) от днепропетровской ул. до лиговского пр. (этап 2)",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,12.06.2015
227140,771 -2015,петроградский,"летняя аллея, от наб.р.большой невки до 2-ой берёзовой аллеи (этап 1)",полное закрытие дв.,ооо 'партнер строй',7811408280,гуп 'водоканал санкт-петербурга',7830000426,09.06.2015,06.08.2015
227142,763 -2015,московский,"московский пр., (четная сторона) от кузнецовской ул. до благодатной ул.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,22.06.2015,05.07.2015
227143,764 -2015,московский,"московский пр., (четная сторона) от благодатной ул. до ул. решетникова",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,22.06.2015,01.07.2015
227144,765 -2015,московский,"московский пр., (боковой проезд четной стороны) от кузнецовской ул. до благодатной ул.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,22.06.2015,01.07.2015
227152,766 -2015,московский,"московский пр., (боковой проезд четной стороны) от благодатной ул. до ул. решетникова",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,22.06.2015,01.07.2015
227153,767 -2015,московский,"г. санкт-петербург, перекресток московского пр. и кузнецовской ул.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,25.06.2015,01.07.2015
227154,768 -2015,московский,"московский пр., (боковой проезд четной стороны) от благодатной ул. до ул. решетникова",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,02.07.2015,03.07.2015
227156,776 -2015,курортный,"тихая ул., от детского пер. до уютной аллеи",полное закрытие дв.,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,10.06.2015,30.06.2015
227157,769 -2015,московский,"московский пр., (боковой проезд четной стороны) от кузнецовской ул. до благодатной ул.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,02.07.2015,03.07.2015
227161,777 -2015,курортный,"г.санкт-петербург, посёлок ушково, перекресток тихой ул. и уютной аллеи",огранич.движения,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,10.06.2015,30.06.2015
227162,770 -2015,московский,"г. санкт-петербург, перекресток московского пр. и кузнецовской ул.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,05.07.2015,05.07.2015
227170,762 -2015,центральный,"воскресенская наб., (четная сторона) от литейного пр. до водопроводного пер. (этап 3)",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,30.06.2015,15.07.2015
227171,754 -2015,центральный,"наб.обводного кан., от боровой ул. до ул.черняховского (этапы 3 и 4 последовательно)",закрытие одного напр,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,14.06.2015
227179,755 -2015,центральный,"предтеченский мост, (этап 3)",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,13.06.2015
227180,756 -2015,центральный,"ул.черняховского, в створе обводного канала (этап 4)",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,14.06.2015,14.06.2015
227204,760 -2015,петроградский,"кронверкский пр., от пр. добролюбова до мытнинской наб.",закрытие одного напр,ооо 'севзапдор',7810898339,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,14.06.2015
227229,757 -2015,центральный,"наб.обводного кан., от днепропетровской ул. до ул.черняховского (этапы 3 и 4 последовательно)",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,14.06.2015
227279,774 -2015,курортный,"г.санкт-петербург,местный проезд вдоль приморского ш.от ново-гагаринской ул. до 3-ей поперечной ул.",полное закрытие дв.,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,09.06.2015,12.06.2015
227280,775 -2015,курортный,"г.санкт-петербург,местный проезд вдоль приморского ш. от ново-гагаринской ул. до 3-ей поперечной ул.",огранич.движения,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,17.06.2015
227283,773 -2015,пушкинский,"московское шоссе, от 2-го бадаевского проезда до 1-го бадаевского проезда",огранич.движения,ооо 'с-индустрия',7806389410,спб гку 'дирекция транспортного строительства',7825342390,08.06.2015,30.06.2015
227305,772 -2015,пушкинский,"московское шоссе, у д. 11 по московскому шоссе",огранич.движения,ооо 'с-индустрия',7806389410,спб гку 'дирекция транспортного строительства',7825342390,08.06.2015,30.06.2015
227348,778 -2015,василеостровский,"наб.р.смоленки, от 8-9-й линии в.о. до 10-11-й линии в.о.",полное закрытие дв.,зао 'энергобаланс',7805226476,спб гку 'управление заказчика',7840014918,08.06.2015,12.06.2015
227350,779 -2015,василеостровский,"наб.р.смоленки, от 8-9-й линии в.о. до 12-13-й линии в.о.",огранич.движения,зао 'энергобаланс',7805226476,спб гку 'управление заказчика',7840014918,13.06.2015,14.06.2015
